Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2,Gene names
3.5397,2.8967,2.2948,2.2736,2.6487,1.9876,2.0841,1.9703,2.0094,1.7858,2.8092,2.8947,2.2693,2.1895,1.943,2.3561,bcn92
1.4197,1.2845,0.76891,0.76763,1.2438,1.1056,0.82239,0.74826,0.77341,0.76076,1.4159,1.4705,0.82424,0.85627,0.74785,0.80949,
0.12694,0.16255,0.23616,0.19351,0.28764,0.13197,0.19298,0.23623,0.23121,0.22422,0.17149,0.18801,0.19419,0.22691,0.22329,0.24622,gho
3.0766,2.5527,2.64,2.8597,3.0067,2.6145,2.5306,2.2384,2.6407,2.5616,2.6322,2.6448,2.1442,2.2278,2.5496,2.6012,fabp
0.64591,0.63836,1.0774,0.87647,0.31787,0.60383,1.6178,1.2938,1.1565,1.1946,0.6337,0.65434,1.0042,0.97325,1.1163,1.0026,Nop60B
1.3515,1.2382,2.1661,2.5319,NaN,1.4225,2.5113,2.3042,2.5474,2.1788,1.2764,1.151,2.1442,2.0528,2.453,2.9337,Fas3
0.24853,0.25709,0.61668,0.59378,0.24621,0.25558,0.67478,0.66429,0.66339,0.61905,0.24692,0.30492,0.668,0.65332,0.63879,0.66194,Hsp83
1.1988,1.2094,0.77668,0.75731,1.1386,0.99532,0.68724,0.73907,0.78365,0.76454,1.1781,1.2911,0.83448,0.84826,0.75449,0.77672,ATPsyn-b
0.75963,0.79836,1.4018,1.3047,0.4635,0.71393,1.5718,1.5686,1.5883,1.9095,0.80577,0.72651,1.4131,1.4687,1.529,1.5273,Ubc-E2H
0.38791,0.43089,0.9561,0.9165,0.42121,0.30964,0.87472,1.1436,1.1796,1.0935,0.40956,0.34349,1.0719,1.0988,1.1352,1.0696,Pros45
0.18176,0.22534,0.42007,0.42765,0.29896,0.24181,0.42452,0.41841,0.38194,0.35397,0.22663,0.25417,0.43545,0.47418,0.36741,0.38115,Lmpt
1.7692,1.5562,1.2609,1.2326,1.9028,1.5379,1.3352,1.2011,0.97816,0.892,1.5989,1.714,1.1191,1.1902,0.94058,1.0269,AnxB10
1.0103,0.90303,1.0542,1.1165,0.95863,0.72136,1.1042,1.1502,1.0354,0.9776,0.89332,0.89582,1.2458,1.0597,0.99533,1.1991,endos
0.26256,0.33226,0.56053,0.57126,0.35772,0.28723,0.58539,0.60604,0.63875,0.77922,0.34587,0.29436,0.65961,0.68377,0.61401,0.65638,eIF-4a
0.68485,0.69724,0.87517,0.79497,0.6973,0.61391,0.58144,0.71223,0.56577,0.56757,0.71594,0.63153,0.75466,0.64881,0.54371,0.6199,Vps4
0.2983,0.31798,0.1579,0.31855,0.34357,NaN,NaN,0.44251,1.0918,NaN,0.36805,0.86303,0.53655,NaN,1.0487,NaN,CG33090
0.80425,0.74722,1.5565,1.462,0.7505,0.65167,1.746,1.6302,1.685,1.763,0.69613,0.75634,1.7913,1.8316,1.6173,1.7035,Hsp60
2.3899,1.8692,1.9311,1.8149,1.9362,1.8398,1.5329,1.7227,1.9805,2.0252,1.7064,1.9023,1.6006,1.6992,1.9008,2.2706,
2.3118,2.2649,2.2838,2.3832,2.6004,1.875,2.5563,2.6033,2.5385,2.2916,2.1457,2.2662,2.5366,2.5545,2.4358,2.678,wupA
0.3259,0.29569,0.61552,0.76813,0.26141,0.27211,0.63851,0.78815,1.0027,0.82741,0.27457,0.35089,0.71517,0.76183,0.96205,0.86797,RpL17
0.49178,0.53231,NaN,NaN,0.90959,0.55841,0.54258,0.43206,0.50126,NaN,0.76766,0.85794,NaN,0.42013,0.48087,NaN,cindr
0.74961,0.59515,1.033,1.032,0.68781,0.66465,1.1069,1.142,1.0672,1.2715,0.63651,0.74685,0.92645,0.90835,1.0227,1.2408,CG17737
1.1259,0.90191,1.8906,1.8332,1.1407,0.9632,1.9305,1.7274,2.5184,2.3836,1.0542,0.96681,1.9482,1.9995,2.4132,2.2361,BG:DS00180.3
0.50787,0.54129,0.569,0.51553,0.46965,0.47263,0.52526,0.57038,0.49471,0.44541,0.54574,0.53442,0.62224,0.59782,0.47369,0.4687,EfTuM
0.64482,NaN,1.0837,NaN,0.98585,NaN,NaN,NaN,1.1534,1.0817,0.59974,0.69221,NaN,NaN,1.1039,0.73891,CSN7
0.19476,0.2275,0.26193,0.27264,0.30127,0.28723,0.2101,0.26247,0.28152,0.19276,0.22428,0.20546,0.24791,0.22895,0.26923,0.28245,e
0.83549,0.7744,1.3678,1.3027,1.6815,NaN,0.6322,1.378,1.3176,1.1435,1.0476,1.5147,1.153,1.0217,1.2599,0.58159,
0.25092,0.342,0.21871,0.15659,0.24245,0.33321,0.23065,0.1547,0.23065,0.26354,0.29775,0.2205,0.19733,0.34401,0.22054,0.20283,Cand1
1.0107,0.866,1.4794,1.685,0.81561,0.78586,1.3304,1.4975,1.4527,1.6333,0.69815,0.83842,1.4925,1.3744,1.3889,1.2985,
0.39742,0.47623,1.2205,0.93927,0.51025,0.43921,0.93223,0.84759,1.1771,1.2036,0.49879,0.42271,0.9916,0.95871,1.1254,0.98694,
0.22422,0.3403,0.23674,0.25396,0.24907,0.30475,0.23165,0.2368,0.20174,0.20624,0.26089,0.27234,0.26369,0.26479,0.19275,0.26069,AP-2alpha
0.43795,0.41063,0.82708,0.76961,0.41721,0.41028,0.77035,0.83017,0.8355,0.95722,0.43233,0.41162,0.79044,0.82455,0.79821,0.80224,pAbp
1.1086,1.5983,1.437,1.5498,1.3258,1.5897,1.5484,1.6987,1.313,1.2287,1.1567,1.1817,1.3077,1.3294,1.2538,1.597,Ykt6
0.51777,NaN,0.85785,0.77423,0.69418,0.52343,NaN,0.66163,0.72773,NaN,NaN,0.677,NaN,0.78336,0.6946,0.88088,CG10217-RA
0.2659,0.4482,0.87517,0.74486,0.3808,0.31534,0.73959,0.97035,1.0077,1.094,0.37407,0.42344,1.0438,0.90688,0.96095,1.0292,Rpn11
0.22267,0.27446,0.35717,0.35526,0.2132,0.2296,0.35399,0.36725,0.34461,0.32296,0.2567,0.27168,0.35235,0.37393,0.32818,0.36959,Pp2A-29B
0.37917,0.36488,0.8661,0.84179,0.44686,0.35133,0.7447,0.91597,0.98519,0.9162,0.37293,0.36967,0.92439,0.92565,0.93809,1.0146,HIP-R;HIP
1.3272,1.1921,2.1474,2.0655,1.2602,1.2376,1.9904,1.9519,2.1859,1.8466,1.2394,1.1884,1.7362,1.8195,2.0798,2.0831,caz
0.76047,0.67104,0.44365,0.44457,0.42954,NaN,0.36601,0.37055,0.35334,0.48562,0.67009,0.66989,0.57635,0.41654,0.33604,0.49583,
0.23006,0.20665,0.38275,0.35318,0.20177,0.20974,0.44273,0.49854,0.43288,0.40379,0.17591,0.18985,0.42623,0.46856,0.41163,0.34797,eIF-2gamma
0.60701,0.47309,1.2872,1.2169,0.50893,0.49973,1.4497,1.3489,1.4499,1.2819,0.50273,0.48875,1.3193,1.2351,1.3784,1.3393,CG13349;Rpn13
0.17275,0.19302,0.29378,0.30046,0.22329,0.20982,0.24737,0.304,0.32104,0.32152,0.18532,0.19996,0.30626,0.37712,0.30517,0.28027,Psa
0.75514,0.80838,0.60542,0.62912,0.61463,NaN,0.87995,0.57834,0.5837,0.66311,0.80682,0.8071,0.60474,0.72042,0.55475,0.69053,
1.255,1.1968,0.55977,0.53893,1.6541,1.4146,0.44699,0.47844,0.51888,0.48233,1.5099,1.5102,0.38972,0.45566,0.49302,0.48933,
0.28171,0.5043,0.54538,0.70267,0.52197,0.3781,0.52762,0.46453,0.67623,0.51755,0.40872,0.55257,0.47047,0.45217,0.64214,0.46568,Gp210
1.1195,0.95438,2.6355,2.8203,1.0119,1.0158,3.2563,3.2102,4.5373,4.6297,1.006,1.0515,2.9992,3.7621,4.3084,4.8178,Cpr100A
0.58834,0.54405,1.2006,1.274,0.57873,0.3806,1.3015,1.4235,1.8007,1.5166,0.57381,0.62813,1.3761,1.2714,1.7096,1.8159,RpS8
1.4906,1.5448,1.9563,1.9578,1.6038,1.2365,1.7448,1.7416,1.3755,1.4407,1.631,1.4233,1.8683,2.0373,1.3056,1.6311,Lamp1
0.28483,0.33452,0.81065,0.83829,0.33178,0.28843,0.87561,0.92123,1.0507,1.0673,0.35874,0.34191,0.82687,0.87034,0.99714,0.9699,Rpn7
0.45824,0.50793,0.35292,0.31904,0.4538,0.50094,0.28783,0.26043,0.29441,0.26499,0.54072,0.45526,0.28689,0.30748,0.27916,0.26166,Etf-QO
1.9369,1.5494,1.7605,1.56,1.4588,1.1676,1.432,2.0384,1.2577,1.3352,2.0159,1.9418,1.5406,1.3933,1.1925,1.2828,Ssb-c31a
1.6322,1.5467,1.205,1.2931,1.5968,1.4079,1.2297,1.0944,1.0183,1.1098,1.5751,1.3694,1.091,1.1329,0.9654,0.96246,
1.1187,1.1031,0.86086,0.95215,1.1022,0.98833,0.73413,0.81881,0.69444,0.6805,1.0148,1.1591,0.79453,0.76752,0.65833,0.72033,
0.57053,0.72849,0.86315,0.81528,1.1998,0.94921,0.81115,0.93882,0.79323,0.69531,0.64807,0.80908,0.79779,0.69783,0.75187,0.54148,
0.99285,1.0089,1.3114,1.3506,0.84873,0.64538,1.0448,1.2846,1.1949,1.3725,0.77254,0.85271,1.2241,1.1038,1.1324,1.1964,Sip1
3.1729,2.7908,1.6904,1.8155,2.2792,NaN,1.5879,1.465,0.57508,0.46615,3.0335,3.0632,1.1037,1.0079,0.54497,0.48294,Dms
2.6133,2.2832,2.5805,2.5267,2.0381,1.2121,1.9527,2.2873,2.3542,2.501,2.0365,1.7286,2.0502,2.1949,2.2304,2.4426,
1.9114,1.446,2.2644,2.1134,1.5214,1.3447,2.6816,2.2605,2.5499,2.3522,1.4489,1.3877,2.7523,2.3271,2.4157,2.3012,Pex19
0.39272,0.40908,0.73292,0.74701,0.37263,0.3683,0.61959,0.75173,0.83593,0.85799,0.39272,0.39497,0.76678,0.75325,0.79192,0.79616,Syp
3.8307,3.9506,5.5714,5.6917,2.8873,3.7889,4.82,6.5236,6.8921,18.299,5.2441,4.8729,7.0889,5.8895,6.527,7.8417,CG33228-RA
0.98973,0.96401,0.76742,0.81453,1.1728,1.0658,0.73775,0.76647,0.83247,0.8437,1.1736,1.1032,0.81488,0.80931,0.78779,0.84458,Jafrac1
2.1091,2.0179,1.6507,1.6201,2.544,2.3952,1.7166,1.6542,1.2501,1.0349,2.762,2.3096,1.5701,1.487,1.1829,1.0712,CG32017-RB
0.85749,0.77543,0.98691,0.8094,0.91959,0.65112,0.88213,0.86333,0.92036,1.2516,0.78798,0.75259,0.92771,0.90993,0.87026,0.95957,CG2915-RB
0.10062,0.13719,0.29032,0.27935,0.1013,0.14853,0.27139,0.35668,0.27287,0.3157,0.1189,0.1342,0.23678,0.26414,0.25801,0.28552,Aats-ala
0.32508,0.29868,1.3132,0.99259,0.26339,0.26036,1.3674,1.4031,2.0833,1.9483,0.24122,0.28582,1.5815,1.8364,1.9689,2.2018,Hsp23
0.46076,0.90723,0.54093,0.54751,0.60177,0.58597,0.5627,0.74102,0.47186,0.45043,0.4562,0.38738,0.93134,0.93944,0.44555,0.59791,CG43078-RA;CG32352
0.48485,0.48067,0.9708,0.98972,0.51474,0.44004,0.89396,1.0253,1.1258,1.0757,0.45444,0.49527,1.1175,0.95205,1.0615,1.1336,Prosbeta2
0.94786,0.8723,0.85986,0.87391,0.68111,0.79031,0.87522,0.76999,0.92009,0.92228,0.87847,0.91383,0.85642,0.93371,0.86702,0.90791,
0.70408,0.77091,0.53993,0.57706,0.67767,0.91806,0.56829,0.54192,0.42632,0.33686,0.8003,0.76188,0.47531,0.49123,0.40173,0.37306,endoB
1.539,1.2448,2.3768,2.3735,1.1539,1.0451,2.3832,2.1996,2.1765,2.2202,1.1028,0.94259,2.2536,2.3456,2.05,2.1225,l(2)efl
0.76824,0.82565,0.55145,0.56694,0.89484,0.76317,0.53971,0.55811,0.58939,0.55181,0.97491,0.91069,0.57543,0.59615,0.55509,0.59466,PyK
0.74886,0.96171,0.63006,0.55409,1.0376,0.87618,0.63078,0.61142,0.61205,0.59655,0.95518,0.889,0.50157,0.56346,0.57634,0.58794,colt
0.4897,0.76248,0.59473,0.68011,0.94518,1.0816,0.78683,3.1806,0.7037,1.0832,0.69337,0.53468,0.72546,0.97706,0.6624,0.72291,Ptpa
0.18751,0.20758,0.14285,0.13878,0.22334,0.2453,0.12885,0.10923,0.11534,0.16756,0.19436,0.20562,0.086055,0.085208,0.10855,0.10947,ATPCL
0.89643,0.82846,0.79178,0.93184,0.86721,1.0252,1.9275,0.70052,0.86649,1.047,0.88227,1.0178,0.85834,0.7969,0.81516,0.85426,
1.22,1.1522,0.92479,0.95977,1.4786,1.4972,0.8815,0.84208,0.96744,0.99572,1.3188,1.8417,0.68141,0.64214,0.91002,0.87134,
0.39209,0.3926,0.72784,0.72157,0.30977,0.29622,0.83214,0.72279,0.73542,0.67233,0.35069,0.35156,0.72752,0.72988,0.69141,0.70637,Hop
0.4674,0.36007,0.52641,0.45442,0.46489,0.38094,0.46835,0.47808,0.49874,0.55517,0.47656,0.38303,0.47667,NaN,0.46888,0.42237,CG8728-RA
1.1387,1.5403,2.1372,1.8167,1.2988,1.0886,3.0523,NaN,2.1075,NaN,0.94107,1.3234,1.9904,1.8493,1.9813,2.2273,CG7637
0.34343,0.43785,0.44208,0.46236,0.50876,0.36648,0.42566,0.52062,0.45928,0.45614,0.40415,0.39377,0.47707,0.46939,0.43169,0.44984,Kap-alpha3
0.58564,0.55406,0.4454,0.42368,0.81867,0.635,0.39503,0.3201,0.38313,0.3775,0.75412,0.68269,0.41714,0.41588,0.36007,0.36578,Cyp9f2
0.48778,0.50786,0.65718,0.64018,0.54677,0.38883,0.57532,0.81546,0.76911,0.73934,0.51522,0.4611,0.62897,0.81203,0.72281,1.0015,Spase25
0.16287,0.16744,0.3852,0.37069,0.18716,0.20259,0.40702,0.48561,0.40297,0.3435,0.15032,0.18206,0.399,0.43321,0.37854,0.36209,
1.9025,1.493,1.8548,2.0516,1.4208,1.4164,1.9802,2.0007,1.5205,1.41,1.4642,1.5909,1.6006,1.7332,1.428,1.1054,Sap-r
0.86023,0.93173,0.89024,0.84627,0.83144,0.73197,0.75759,0.72755,0.5838,0.53916,1.0061,1.0037,0.75127,0.76704,0.54818,0.56657,Flo-2
9.6348,7.7578,1.4933,1.587,7.1849,7.7826,1.2474,1.1715,1.5371,1.4543,6.2016,6.9872,1.1473,1.0772,1.4433,1.2385,Pbprp2
1.6743,1.5974,1.2979,1.2891,1.8,1.537,1.3119,1.2833,1.121,1.0359,1.5092,1.5046,1.4073,1.3492,1.0522,1.1578,PHGPx
3.352,1.5923,1.0411,0.79422,1.7444,2.0584,0.58756,0.74195,1.0735,0.92146,2.2731,2.1311,0.63064,0.713,1.0068,0.98425,CG32068
0.81249,0.80522,0.80208,0.75841,0.87693,0.74572,0.82626,0.80388,0.73012,0.77457,0.89685,0.78679,0.77173,0.81739,0.68471,0.742,Vha68-2
0.39875,0.46036,0.73421,0.62057,0.47602,0.38203,0.73219,0.65695,0.71654,0.63091,0.39123,0.42823,1.2399,0.87536,0.67183,0.95471,
0.42754,0.34377,0.69923,0.77811,0.3957,0.34643,0.90102,0.78599,0.85456,0.82346,0.37815,0.34056,0.79762,0.84724,0.80019,0.90559,Prosalpha1
0.4222,0.61087,0.63431,0.63243,0.52329,0.38867,0.59826,0.6362,0.55158,0.46995,0.59437,0.44298,0.5872,0.62155,0.51647,0.50746,CG4747
0.47569,0.51916,0.46709,0.44652,0.50491,0.43248,0.40074,0.38781,0.66049,0.57946,0.59584,0.52175,0.39772,0.3524,0.61821,0.5222,DhpD
2.5867,2.0052,2.8761,2.8849,2.3638,1.9802,3.0091,2.8,3.0364,2.5389,1.7638,1.9003,2.878,2.9127,2.8377,2.7492,HspB8
0.22333,0.23952,0.17601,0.17642,0.19327,0.23066,0.19742,0.19229,0.19081,0.18105,0.28298,0.26742,0.2171,0.22946,0.17829,0.18768,ND75
1.2203,1.1456,0.84755,0.79859,1.2176,1.1355,0.74581,0.76735,0.70343,0.69415,1.231,1.1797,0.72031,0.77369,0.65708,0.69368,CG12262
1.3702,1.0839,1.2555,1.2218,1.3585,1.0536,1.2273,1.1843,1.1771,0.97278,1.2016,1.0035,1.162,1.4217,1.0985,1.0835,CG6259
3.1466,2.5272,1.8797,1.7299,2.5169,2.3417,1.7693,1.7722,1.6682,1.6974,2.4077,2.6887,1.6314,1.7885,1.5568,1.4917,
2.1979,2.4689,1.4227,1.4922,2.2786,1.996,1.4483,1.3234,1.2838,1.3235,2.4177,2.264,1.7492,1.8169,1.1979,1.466,CG3192-RA
1.2708,1.5998,0.95576,0.99514,1.6164,1.2505,0.76862,0.91738,0.89973,1.0215,1.6808,1.6001,0.84366,0.9248,0.83838,0.87829,sea
1.6089,1.5272,1.0381,1.0528,1.4435,0.88991,0.75622,0.89737,0.72721,0.93677,1.5386,1.4606,0.82041,0.852,0.67743,0.70372,
0.26163,0.36327,0.2058,0.20334,0.30105,0.25276,0.1927,0.18403,0.23814,0.2587,0.32926,0.30834,0.19358,0.22531,0.22181,0.26562,Acsl
0.55949,0.59264,0.95946,0.74407,0.41179,0.36481,0.87947,0.67678,0.97272,1.3963,0.51542,0.43982,0.74298,1.0736,0.90595,0.92897,pont
1.6416,0.8704,1.3464,NaN,1.2025,0.82007,1.7031,1.4023,1.2824,1.3657,1.1546,1.1575,1.5209,1.2569,1.1942,NaN,VhaM8.9
2.2354,1.6806,3.0538,2.9778,2.1608,1.6688,2.8452,2.9085,3.0775,2.7493,1.8346,1.4515,3.2742,2.774,2.8634,2.8666,HspB8
0.14944,0.19423,0.24999,0.22811,0.14825,0.14261,0.22711,0.25735,0.24307,0.22578,0.16453,0.17412,0.25265,0.22955,0.22596,0.23441,Hsc70Cb
0.69669,0.72012,0.42685,0.44771,0.44047,0.57886,0.4714,0.41512,0.40452,0.4757,0.54728,0.67871,0.33081,0.44535,0.37601,0.37118,
0.50201,0.63624,0.84157,0.75158,0.62534,0.61762,0.6151,0.85804,0.77601,0.75029,0.6005,0.66215,0.85944,0.9529,0.72119,0.75595,if
1.5763,1.7115,1.2193,1.3209,1.731,1.2354,1.0319,1.2105,1.3108,1.4269,1.5824,1.6193,1.1761,1.1519,1.2157,1.2117,Jheh2
2.1099,2.1634,1.108,1.1878,2.1996,1.6303,0.89265,0.87603,0.91295,0.9761,2.4025,2.2511,0.83265,0.96586,0.84639,0.90423,Nipsnap
2.5122,1.9926,3.2899,3.6783,2.0743,1.9756,3.6182,3.5862,4.1146,3.2588,2.0089,2.0115,3.5055,3.6323,3.8137,4.0999,Nlp
0.89257,0.91,0.86532,0.87709,0.86431,0.81137,0.79572,0.79157,0.80272,0.79062,0.88377,0.92757,0.82826,0.76775,0.74391,0.76839,Past1
0.56741,0.58325,1.125,1.1921,0.49396,0.43749,1.0061,1.2867,1.6042,1.3916,0.56192,0.59145,1.2871,1.2302,1.4858,1.6658,RpS23
1.0109,1.0891,0.85327,1.1534,1.3568,1.1676,0.97772,0.96258,0.95573,0.70397,1.3214,1.0811,0.93153,0.97161,0.88502,1.1327,
0.79751,0.86251,1.6519,1.7939,0.94489,0.7298,1.8376,1.8293,2.3754,2.1259,0.88635,0.82918,2.0245,1.6798,2.198,2.3321,RpL36
1.0424,0.92719,1.0277,1.0409,1.0118,0.87608,0.88427,0.96027,1.0623,1.1378,0.88601,0.87347,0.9101,0.86837,0.98272,0.96439,
4.0946,3.5329,2.0743,2.5182,NaN,NaN,2.1176,1.6211,1.0214,NaN,NaN,NaN,1.2828,1.1823,0.94478,NaN,
1.0972,1.2281,0.99564,0.93368,1.3766,1.0595,0.98347,0.92894,0.90475,0.8487,1.1622,1.1606,0.87748,0.91787,0.83682,0.8238,Thiolase
1.4504,0.88322,1.0517,0.93465,1.0909,0.87728,1.0432,1.2007,1.0313,0.95856,0.95236,1.0858,1.0152,1.0772,0.95296,1.2514,
0.28002,0.30753,0.48578,0.40897,0.31834,0.28656,0.66125,0.43225,0.60125,0.61393,0.34346,0.33246,0.61923,0.45482,0.55541,0.564,CG1354
1.3173,1.1955,1.2956,1.4663,1.429,1.046,1.3174,1.4167,1.4036,1.4764,0.98036,0.98091,1.2908,1.407,1.2953,1.315,Clc
1.2192,1.0843,0.93717,0.92875,NaN,1.0934,NaN,0.96901,0.97358,0.87402,1.7303,1.4429,1.0786,1.345,0.89718,1.0436,
1.1604,1.1788,1.1069,1.0273,1.1201,1.216,0.93651,1.1627,1.0775,1.0069,0.97302,1.0417,1.0486,1.1508,0.99258,1.0173,
0.49899,0.64432,0.36372,0.38831,0.40679,0.44946,0.38141,0.3709,0.3925,0.36038,0.36101,0.2975,0.2931,0.31084,0.36072,0.47293,
6.532,4.8061,3.5266,2.9687,4.2194,NaN,2.7556,2.442,2.6736,2.5397,4.0997,4.1686,2.7258,2.9163,2.4562,2.4034,
0.18814,0.13495,0.18468,0.13027,0.23751,0.30492,0.29492,0.2105,0.24642,0.27417,0.22277,0.18315,0.26286,0.31552,0.22623,0.23659,
0.66786,0.6816,0.52816,0.48514,0.73148,0.91936,0.56879,0.60604,0.58492,0.55166,0.8474,NaN,NaN,0.60008,0.53669,0.47665,
0.97003,1.1273,0.68132,0.68441,1.2024,0.93472,0.59656,0.59563,0.55453,0.54837,1.2843,1.3048,0.51174,0.5554,0.50854,0.54943,CG32549-RE;CG32549-RF;CG32549-RA;CG6247
1.3751,1.342,1.6861,1.6416,NaN,1.1178,1.485,1.6675,1.5347,1.5102,1.479,1.8793,1.6132,1.5053,1.4059,1.786,
0.27471,0.27833,0.7837,0.70313,0.30452,0.26948,0.76567,0.72802,0.79482,0.91892,0.30877,0.33764,0.8767,0.72818,0.72711,0.68481,CG8154
5.8112,5.5791,2.137,2.2777,9.7396,10.252,1.8806,1.7694,1.272,1.2737,9.7241,9.4534,2.0427,2.079,1.1635,1.4142,
2.0813,1.7697,0.74953,0.61615,2.8108,1.8634,0.64026,0.69749,0.62705,0.78928,1.7883,2.0247,0.68555,0.58633,0.57323,0.53338,CG2640
1.0244,1.2057,1.2894,1.0141,0.59729,0.90542,1.2146,1.0399,1.3372,NaN,1.0524,1.0106,1.2659,0.98352,1.2223,1.4627,
0.19055,0.30112,0.32201,0.18757,0.22048,0.24687,0.24071,0.49349,0.24173,0.14557,0.318,0.36157,0.36005,0.16186,0.22094,0.148,Ppox
1.3867,1.1871,1.8821,1.935,1.1474,0.91996,2.0623,1.9904,1.9401,2.0488,1.2211,1.0185,1.8601,1.7611,1.7727,1.8331,
1.3947,1.4969,0.66653,0.62121,NaN,0.10932,0.60617,1.0589,0.57057,NaN,NaN,NaN,0.43005,0.40495,0.52124,0.5266,Cyp12e1
0.82309,1.0189,0.60793,0.58787,1.0526,0.81027,0.5358,0.57455,0.66242,0.65226,1.0972,1.0456,0.59603,0.56822,0.60479,0.62972,Pgm
2.6934,2.5173,1.4141,1.3971,3.0676,2.6541,1.3148,1.3239,1.2821,1.2284,2.639,2.8968,1.2292,1.2964,1.1703,1.153,
0.9305,0.77304,1.4911,1.1212,0.99987,0.86382,1.303,1.1829,1.2482,1.5861,1.1483,1.0795,1.8903,2.0333,1.1392,0.99018,Gp150
2.9041,2.7812,1.3908,1.4591,2.9912,2.3736,1.3901,1.3141,1.344,1.3339,2.6778,2.814,1.3778,1.3665,1.2259,1.1707,wal
2.6981,0.24705,0.23391,2.7227,0.33325,0.40831,2.5953,0.31078,2.3061,0.41251,2.0181,0.81115,0.45488,0.31879,2.1033,0.28512,CG31140-RB
0.71142,0.84518,0.62554,0.62814,0.92891,0.76221,0.56262,0.61007,0.61381,0.57099,0.84557,0.8218,0.65301,0.642,0.55932,0.55955,Mtpalpha
0.71728,0.66717,1.3025,1.1186,0.72616,0.65904,1.0843,1.0516,1.316,1.2449,0.9125,0.79547,1.3881,1.2097,1.1989,1.2554,BG:DS00180.2
NaN,NaN,1.1447,1.3579,2.2371,1.4519,1.2931,NaN,0.96637,1.0532,NaN,1.0649,1.5417,NaN,0.88027,NaN,CG6812-RA
0.65883,0.48606,0.34993,0.32565,0.90434,0.59189,0.27047,0.29227,0.26187,0.30363,0.86443,0.74489,0.28424,0.26859,0.23837,0.20083,
0.40252,0.41999,0.8952,0.98329,0.54509,0.3867,1.0042,1.0422,1.2809,1.1481,0.49956,0.49489,0.99277,1.0445,1.1659,1.1601,RpS2
1.463,1.526,1.046,1.0424,1.35,1.3195,1.01,0.92835,1.2366,1.0307,1.2813,1.5416,1.1371,1.1262,1.1255,1.0055,Tpi
0.59232,0.5798,0.92133,0.82354,0.52616,NaN,0.86503,0.86992,1.1055,1.159,0.58761,0.47411,0.949,0.9349,1.0048,0.99833,Sec61gamma;SEC61G1
0.27518,0.38326,0.48293,0.44181,0.35501,0.3006,0.43592,0.55025,0.49557,0.69515,0.34324,0.32603,0.55411,0.50047,0.45034,0.53633,alt
0.17899,0.18287,0.28926,0.17494,0.20643,0.27958,0.28925,0.1959,0.23127,0.1942,0.18485,0.17908,0.2096,0.25421,0.20998,0.31827,Dhc64C
2.6988,1.9586,2.1166,2.3438,2.1265,1.8149,2.0152,1.7046,2.5361,2.606,1.8904,2.0553,2.1829,2.1055,2.302,2.2267,Elongin-B
1.0766,0.83965,NaN,1.0477,0.88474,0.87112,1.2093,NaN,1.026,NaN,0.99553,0.80644,1.1364,0.99523,0.9311,NaN,eIF6
NaN,NaN,NaN,NaN,1.1056,NaN,NaN,NaN,0.47658,0.58517,0.61977,NaN,0.7045,0.71066,0.43234,NaN,Indy
0.46319,0.38291,0.86392,0.82594,0.60874,0.40762,1.0918,1.0115,1.3457,1.7057,0.49567,0.45894,0.89537,1.0921,1.22,1.3391,RpS17
0.42569,0.48178,0.97206,1.2402,0.50319,0.37204,1.1547,1.1447,1.5178,1.321,0.55685,0.57114,1.2103,1.1111,1.3758,1.3323,RpS24
2.2373,2.3787,1.7534,1.85,2.5456,2.3446,1.484,1.6215,1.5154,1.4749,2.424,2.0579,1.5415,1.5211,1.3736,1.3589,
0.41009,0.52098,0.3741,0.38738,0.72887,0.60197,0.29595,0.41074,0.37285,0.35677,0.60785,0.48742,0.33724,0.43353,0.33759,0.29959,
0.97333,1.0122,1.8301,1.8484,1.132,0.91593,1.4155,1.7056,1.658,1.6805,0.90213,1.0944,1.524,1.5007,1.4994,2.1967,elav
1.0572,1.2977,0.6122,0.57408,0.98592,0.8249,0.38548,0.37897,0.70487,0.68113,1.3527,1.1086,0.7001,0.57448,0.63708,0.53346,Cyp9b2
0.95097,0.81921,1.8089,1.5331,0.91684,0.75865,1.8644,1.5768,1.5337,1.8991,0.77146,0.7677,1.7378,1.3272,1.3851,1.6314,sqh
0.26794,0.2895,0.26214,0.24124,0.38584,NaN,NaN,0.26143,0.29005,NaN,0.42882,0.37094,NaN,NaN,0.26185,0.25762,Nc73EF
0.17099,0.21397,0.24766,0.22464,0.24489,0.48768,0.32742,0.23995,0.19956,0.20903,0.25432,0.16614,0.32148,0.26562,0.18008,0.26383,Ppn
0.15264,0.16285,0.36047,0.35261,0.1482,0.12472,0.40543,0.44132,0.46645,0.46703,0.15126,0.13537,0.47036,0.48961,0.42067,0.43148,cher
0.69549,1.2322,1.149,1.3441,0.87839,0.78482,1.0119,1.131,1.1044,0.96856,1.0466,1.2989,1.1945,1.0463,0.99591,0.91124,Trp1
